path_raw	path_sscs	id	type	replicate
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-0574_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-0574_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-0574_PCR1	case	7
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-0574_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-0574_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-0574_PCR2	case	7
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1426_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1426_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1426_PCR1	case	8
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1426_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1426_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1426_PCR2	case	8
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1594_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1594_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1594_PCR1	case	9
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1594_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1594_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1594_PCR2	case	9
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1675_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1675_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1675_PCR1	case	10
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1675_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1675_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1675_PCR2	case	10
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1692_PCR3_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1692_PCR3_sscs_pileup_new_with_UMIs.txt	SE15-1692_PCR3	case	11
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1692_PCR4_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1692_PCR4_sscs_pileup_new_with_UMIs.txt	SE15-1692_PCR4	case	11
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1766_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1766_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1766_PCR1	case	12
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1766_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1766_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1766_PCR2	case	12
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1815_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1815_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1815_PCR1	case	13
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1815_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1815_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1815_PCR2	case	13
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1918_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1918_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1918_PCR1	case	14
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1918_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1918_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1918_PCR2	case	14
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1986_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1986_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1986_PCR1	case	15
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1986_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1986_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1986_PCR2	case	15
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1989_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1989_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-1989_PCR1	case	16
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1989_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-1989_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-1989_PCR2	case	16
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2056_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2056_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2056_PCR1	case	17
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2056_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2056_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2056_PCR2	case	17
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2084_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2084_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2084_PCR1	case	18
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2084_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2084_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2084_PCR2	case	18
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2357_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2357_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2357_PCR1	case	19
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2357_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2357_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2357_PCR2	case	19
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2462_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2462_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2462_PCR1	case	20
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2462_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2462_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2462_PCR2	case	20
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2566_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2566_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2566_PCR1	case	21
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2566_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2566_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2566_PCR2	case	21
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2590_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2590_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2590_PCR1	case	22
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2590_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2590_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2590_PCR2	case	22
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2592_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2592_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2592_PCR1	case	23
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2592_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2592_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2592_PCR2	case	23
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2662_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2662_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2662_PCR1	case	24
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2662_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2662_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2662_PCR2	case	24
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2697_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2697_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2697_PCR1	case	25
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2697_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2697_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2697_PCR2	case	25
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2726_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2726_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2726_PCR1	case	26
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2726_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2726_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2726_PCR2	case	26
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2772_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2772_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2772_PCR1	case	27
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2772_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2772_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2772_PCR2	case	27
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2817_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2817_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2817_PCR1	case	28
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2817_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2817_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2817_PCR2	case	28
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2819_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2819_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2819_PCR1	case	29
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2819_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2819_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2819_PCR2	case	29
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2863_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2863_PCR1_sscs_pileup_new_with_UMIs.txt	SE15-2863_PCR1	case	30
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2863_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE15-2863_PCR2_sscs_pileup_new_with_UMIs.txt	SE15-2863_PCR2	case	30
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0004_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0004_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0004_PCR1	case	31
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0004_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0004_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0004_PCR2	case	31
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0057_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0057_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0057_PCR1	case	32
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0057_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0057_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0057_PCR2	case	32
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0065_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0065_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0065_PCR1	case	33
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0065_PCR2_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0065_PCR2_sscs_pileup_new_with_UMIs.txt	SE16-0065_PCR2	case	33
/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0107_PCR1_raw_pileup_rankFalse.txt	/Users/sabelson/Desktop/My Projects/smMIP ARCH-AML panel/BenchMARK/For our paper/code to generate the figures/clinical samples/clinical samples/SE16-0107_PCR1_sscs_pileup_new_with_UMIs.txt	SE16-0107_PCR1	case	34
